source,target
14759,94788
14759,94790
14759,115574
1107173,6840
1107173,103547
1107173,103548
1107173,103549
1107173,103550
1107173,103551
1107219,282
1107219,292
1107219,4183
1107219,9028
1107219,10369
1107219,11052
1107219,104432
1107219,104434
1107219,104436
1107219,104438
1107219,104439
1107219,104443
4535,4516
4535,4518
4535,11040
4535,19896
4535,29467
4535,43426
4535,105380
1056704,292
1056704,4153
1056704,4159
1056704,4183
1056704,5917
1056704,6840
1056704,69364
1056704,78416
1056704,78421
1056704,79255
1056704,123276
1056704,123277
1108203,322
1108203,334
1108203,4146
1108203,4524
1108203,6266
1108203,8679
1108203,9040
1108203,17450
1108203,19704
1108203,19712
1108203,26628
1108203,84327
1108203,125663
1108203,125664
1108203,125666
1108203,125668
1108203,125669
1108203,125672
1108203,125673
1108203,125674
1108203,125676
1108203,125680
1108203,125681
1108203,125682
1108203,125683
1108203,125684
963374,1720
963374,4640
963374,9086
963374,9101
963374,9103
963374,81826
963374,81832
963374,140045
1109309,2152
1109309,2180
1109309,2253
1109309,4122
1109309,24752
1109309,24759
1109309,26107
1109309,61492
1109309,134660
1109309,150822
1109309,150826
1109309,185320
42581,15592
42581,15866
42581,42555
42581,42579
42581,42594
42581,73494
42581,166034
1110781,2176
1110781,2180
1110781,2233
1110781,50304
1110781,150822
1110781,150826
1110781,183349
1110781,183351
1111055,338
1111055,4183
1111055,6840
1111055,10373
1111055,10378
1111055,11040
1111055,11633
1111055,16931
1111055,19243
1111055,40727
1111055,47400
1111055,59480
1111055,115433
1111055,125484
1111055,129857
1111055,190105
1111055,190108
1111055,190110
1111055,190114
1111055,190117
1111055,190118
1111055,190119
1111055,190123
1111107,882
1111107,3516
1111107,9095
1111107,14762
1111107,33325
1111107,162519
1014165,1248
1014165,1249
1014165,1259
1014165,4156
1014165,4183
1014165,5052
1014165,9095
1014165,9102
1014165,26145
1014165,33984
1014165,128796
1014165,206986
1014165,206987
1014165,206994
1014165,206996
1014165,206999
1014165,207000
1014165,207003
1014165,207004
1152634,3482
1152634,3516
1152634,8314
1152634,10407
1152634,18447
1152634,22112
1152634,22116
1152634,29459
1152634,110270
1152634,114106
1152634,134919
1152634,136558
1152634,154735
1152634,209681
1152634,209683
1152634,209685
1152634,209687
1152634,209690
1152634,209691
1152634,209692
1152634,209693
1152634,209697
1112301,4515
1112301,9021
1112301,11052
1112301,41806
1112301,54859
1112301,58900
1112301,71779
1112301,71784
1112301,113559
1112301,187756
1112301,216832
1112301,216833
1112301,216835
1112301,216838
1112301,216839
1112301,216840
1112301,216845
1112301,216847
1112301,216848
1112301,216850
1112301,216853
1112801,19108
1112801,23472
1112801,46396
1112801,113645
1112801,227417
1112801,227420
1112801,227422
1112801,227423
1112801,227424
267643,292
267643,478
267643,2945
267643,3143
267643,3160
267643,3172
267643,5052
267643,8511
267643,8513
267643,9349
267643,18218
267643,22112
267643,24521
267643,25295
267643,25430
267643,32720
267643,32721
267643,32726
267643,33993
267643,66676
267643,81017
267643,109498
267643,109503
267643,114092
267643,134949
267643,134954
267643,247673
267643,247675
267643,247681
267643,247686
267643,247687
103549,1963
103549,4838
103549,5051
103549,6337
103549,6840
103549,10435
103549,10658
103549,16912
103549,20373
103549,23744
103549,33993
103549,55731
103549,55788
103549,105673
103549,244178
103549,244180
103549,261718
1115601,1963
1115601,6840
1115601,16912
1115601,55788
1115601,55791
1115601,103547
1115601,103548
1115601,103549
1115601,103550
1115601,103551
1115601,127007
1115601,244178
1115601,244180
186007,4518
186007,4527
186007,4531
186007,4535
186007,5052
186007,11057
186007,18454
186007,18455
186007,18469
186007,18474
186007,18489
186007,18500
186007,34898
186007,39450
186007,39454
186007,43426
186007,47400
186007,51216
186007,54332
186007,59509
186007,132724
186007,186010
186007,186012
186007,186013
186007,186019
186007,186020
186007,433454
1122824,39
1122824,291
1122824,292
1122824,724
1122824,1652
1122824,2367
1122824,2668
1122824,2705
1122824,2723
1122824,4183
1122824,5050
1122824,5052
1122824,9028
1122824,9072
1122824,10369
1122824,11033
1122824,11047
1122824,14762
1122824,16924
1122824,33982
1122824,34897
1122824,39454
1122824,77206
1122824,77207
1122824,86054
1122824,104432
1122824,104434
1122824,104436
1122824,104439
1122824,104443
1122824,125499
1122824,155101
1122824,160413
1122824,188510
1122824,188511
1122824,214502
1122824,361738
1122824,444067
1122824,444069
1122824,444075
1122824,444078
1122824,444079
1122824,444093
1122824,444094
1122824,444097
1122824,444099
653349,292
653349,2990
653349,4144
653349,4787
653349,20712
653349,50726
653349,109503
653349,150849
653349,155103
653349,173648
653349,173650
653349,217775
653349,268019
653349,270918
653349,373349
653349,487903
653349,546775
653349,653345
653349,653346
653349,653348
653349,653360
1088830,3505
1088830,4528
1088830,4535
1088830,4662
1088830,5917
1088830,13410
1088830,16922
1088830,16926
1088830,18447
1088830,29467
1088830,34897
1088830,38604
1088830,46979
1088830,98031
1088830,102199
1088830,102200
1088830,108312
1088830,289473
1088830,335865
1088830,335870
1088830,335874
1088830,335877
1088830,335878
1088830,335882
1128240,774
1128240,20260
1128240,33118
1128240,45508
1128240,57006
1128240,185640
1128240,280312
1128240,577501
1128240,577505
1128240,577507
186020,4597
186020,5050
186020,18454
186020,18474
186020,18500
186020,18501
186020,24031
186020,39450
186020,39455
186020,107201
186020,165281
186020,165282
186020,186013
186020,186019
186020,208325
186020,355404
186020,355417
186020,405580
186020,405581
186020,405585
186020,405590
186020,405591
186020,405592
186020,405601
186020,405602
939896,3159
939896,9622
939896,10468
939896,10469
939896,11066
939896,17664
939896,57621
939896,62521
939896,95737
939896,169537
939896,191357
939896,191358
939896,191362
939896,463607
939896,659690
939896,659693
939896,659697
939896,659699
939896,659700
939896,659703
939896,659704
939896,659708
977337,4183
977337,73295
977337,275090
977337,275092
977337,275093
1116900,5051
1116900,5052
1116900,12974
1116900,18447
1116900,18454
1116900,18474
1116900,18501
1116900,23280
1116900,33982
1116900,39455
1116900,45401
1116900,45402
1116900,45404
1116900,54348
1116900,100586
1116900,132724
1116900,186007
1116900,186012
1116900,186019
1116900,190308
1116900,317682
1116900,317693
1116900,317697
1116900,317703
1116900,317704
1116900,317705
1121151,998
1121151,1000
1121151,26138
1121151,37976
1121151,54712
1121151,60760
1121151,230203
1121151,408496
1129449,1248
1129449,1255
1129449,3516
1129449,5129
1129449,9095
1129449,14762
1129449,61939
1129449,520763
1129951,485
1129951,2289
1129951,3481
1129951,3482
1129951,8389
1129951,77735
1129951,91955
1129951,604270
1129951,614765
1129951,614767
1129951,614769
1129951,614770
1129951,614771
1129951,614774
1129951,614775
1129951,614776
1129951,614777
1129951,614781
1129951,614783
1125966,290
1125966,292
1125966,4183
1125966,13405
1125966,13409
1125966,13491
1125966,26628
1125966,32075
1125966,80989
1125966,139225
1125966,142976
1125966,245389
1125966,245396
1125966,511997
1125966,520619
1125966,520639
1125966,520640
1127423,292
1127423,1155
1127423,4183
1127423,5917
1127423,10661
1127423,15496
1127423,15498
1127423,19895
1127423,19896
1127423,19898
1127423,19899
1127423,19901
1127423,19902
1127423,19904
1127423,19905
1127423,19906
1127423,19907
1127423,19908
1127423,19909
1127423,19910
1127423,19912
1127423,19913
1127423,22360
1127423,117391
1127423,263789
1127423,263795
1127423,393119
1127423,557825
1127423,557984
1127423,557988
1127423,557990
1127423,557993
1127423,557995
1127423,557998
1127423,557999
1127423,558009
1127423,558017
1127423,558019
1127423,558021
1116441,3516
1116441,4183
1116441,6839
1116441,9098
1116441,31699
1116441,37630
1116441,70380
1116441,185553
1116441,206986
1116441,307942
1116441,307943
1116441,307949
1116441,307950
1114914,1481
1114914,1962
1114914,4183
1114914,5064
1114914,5067
1114914,9075
1114914,17091
1114914,103548
1114914,109492
1114914,177120
1114914,272344
1114914,272345
1114914,272346
97302,338
97302,1248
97302,4156
97302,4183
97302,5050
97302,5052
97302,9095
97302,9098
97302,9100
97302,9560
97302,10373
97302,16915
97302,18609
97302,20373
97302,21966
97302,29393
97302,31699
97302,38600
97302,40727
97302,54884
97302,61939
97302,63013
97302,80907
97302,104434
97302,162517
97302,287409
97302,287410
97302,287413
97302,287419
97302,287422
97302,287423
97302,287425
97302,287427
1115732,4660
1115732,9781
1115732,14755
1115732,24831
1115732,54362
1115732,66660
1115732,66662
1115732,66665
1115732,66676
1115732,66677
1115732,107176
1115732,290561
1115732,290565
1134671,1266
1134671,209681
1134671,237971
1134671,722557
1134671,722558
797093,19898
797093,19904
797093,71787
797093,263779
797093,815898
797093,815899
797093,815903
797093,815905
797093,815906
1154468,1002
1154468,14984
1154468,42601
1154468,42627
1154468,316499
1154468,791075
1154468,791079
1154468,791082
1154468,791084
1138998,4516
1138998,24033
1138998,275090
1138998,448019
1138998,824133
1138998,824140
1138998,824141
1138998,824142
1138998,824143
1138998,824144
1139174,334
1139174,3076
1139174,4516
1139174,5917
1139174,5933
1139174,9544
1139174,13106
1139174,29940
1139174,33982
1139174,34897
1139174,40721
1139174,40735
1139174,44975
1139174,54857
1139174,78416
1139174,78421
1139174,78422
1139174,78424
1139174,249255
1139174,827543
1139174,827555
1139174,827558
1140120,2075
1140120,13564
1140120,14363
1140120,556542
1140120,613047
1140120,849509
1140120,849661
1140120,849701
1140120,849702
1140120,849703
1140120,849707
1140120,849712
1108484,4646
1108484,8063
1108484,9887
1108484,26688
1108484,37407
1108484,106529
1108484,131786
1108484,131787
1108484,131791
110509,153
110509,287
110509,1248
110509,1259
110509,1388
110509,3159
110509,3516
110509,5051
110509,5129
110509,9074
110509,9095
110509,9102
110509,9241
110509,14762
110509,15856
110509,17664
110509,19823
110509,20379
110509,23785
110509,29680
110509,61359
110509,61939
110509,63005
110509,63013
110509,73306
110509,80903
110509,107403
110509,110498
110509,110508
110509,135649
110509,135653
110509,135654
110509,135655
110509,135657
110509,135658
110509,135659
110509,135661
110509,135671
110509,135676
110509,135682
1152758,1384
1152758,4531
1152758,5051
1152758,11033
1152758,28871
1152758,33991
1152758,33993
1152758,37889
1152758,38603
1152758,41778
1152758,98447
1152758,125518
1152758,174529
1152758,174532
1152758,262932
1152758,262934
1152758,262935
1152758,262939
1152758,262948
1152814,1384
1152814,4531
1152814,5051
1152814,11033
1152814,28871
1152814,33991
1152814,33993
1152814,37889
1152814,38603
1152814,41778
1152814,98447
1152814,125518
1152814,174529
1152814,174532
1152814,262932
1152814,262934
1152814,262935
1152814,262939
1152814,262948
34018,854
34018,5051
34018,8976
34018,8982
34018,9601
34018,12826
34018,14569
34018,15300
34018,15901
34018,15912
34018,23616
34018,24437
34018,29986
34018,34011
34018,45985
34018,151671
34018,188080
34018,230944
34018,279592
34018,397379
34018,397382
34018,397387
34018,397389
34018,397391
34018,397397
34018,397403
1119430,4183
1119430,4320
1119430,12835
1119430,15484
1119430,31854
1119430,33982
1119430,34892
1119430,34897
1119430,73608
1119430,162723
1119430,245607
29352,489
29352,3153
29352,3972
29352,4027
29352,10130
29352,10144
29352,10203
29352,17433
29352,17451
29352,21710
29352,27342
29352,29366
29352,72526
29352,72532
272346,1962
272346,4183
272346,4531
272346,9075
272346,109492
272346,272344
272346,272345
272346,385067
1154418,336
1154418,31699
1154418,73298
1154418,74551
1154418,75341
1154418,301508
1154418,331282
1154418,393253
1154418,776336
1154418,776337
1154418,776342
1154418,776343
1154418,776345
1154418,776347
1154418,776350
48847,1793
48847,3047
48847,3456
48847,48815
48847,48834
48847,48837
48847,48838
48847,48839
48847,48840
48847,48842
48847,48846
48847,49703
48847,123427
48847,294638
48847,434354
1105314,1254
1105314,4517
1105314,4519
1105314,4523
16218,229
16218,469
16218,6846
16218,16212
16218,16213
16218,16219
16218,16224
16218,16225
16218,31464
16218,41264
1105107,469
1105107,998
1105107,4337
1105107,4645
1105107,4648
1105107,4660
1105107,4830
1105107,5051
1105107,5917
1105107,6608
1105107,6612
1105107,11632
1105107,13706
1105107,15698
1105107,17560
1105107,18619
1105107,19229
1105107,19231
1105107,21925
1105107,23505
1105107,23536
1105107,30931
1105107,37976
1105107,37991
1105107,37998
1105107,58670
1105107,58675
1105107,58681
1105107,58683
1105107,58685
1105107,58689
1105107,58693
1105107,58695
1105107,58701
1105107,58705
1105107,58707
1105107,58710
1105107,58711
1105107,58712
1105107,58713
1105107,58714
1105107,58717
41264,229
41264,469
41264,9426
41264,16212
41264,16217
41264,16220
41264,16224
41264,17086
41264,17091
41264,17094
41264,17096
77782,1490
77782,4830
77782,8367
77782,8369
77782,11632
77782,23747
77782,58675
77782,76267
77782,115865
109492,1002
109492,1490
109492,4827
109492,4830
109492,5051
109492,5598
109492,6608
109492,8367
109492,8373
109492,10660
109492,11057
109492,11632
109492,16221
109492,16912
109492,22067
109492,23737
109492,23755
109492,31699
109492,34914
109492,42196
109492,55731
109492,58675
109492,61995
109492,61997
109492,62001
109492,62002
109492,62009
109492,62012
109492,62013
109492,62015
109492,62017
104600,1000
104600,6612
104600,15471
104600,15472
104600,15510
104600,19907
104600,20259
104600,23753
104600,76267
104600,104595
104600,195056
104600,245904
104600,287425
104600,372604
104600,372607
104600,372614
104600,372616
104600,372619
104600,372620
23536,231
23536,469
23536,1000
23536,1234
23536,1490
23536,3215
23536,4712
23536,4830
23536,6225
23536,8074
23536,8361
23536,8362
23536,8365
23536,8366
23536,8367
23536,8369
23536,10796
23536,11632
23536,12369
23536,14765
23536,14768
23536,14774
23536,15592
23536,15698
23536,16435
23536,16437
23536,16440
23536,16446
23536,16461
23536,16478
23536,16481
23536,16485
23536,16486
23536,16490
23536,17094
23536,17798
23536,19106
23536,31939
23536,33331
23536,38212
23536,42553
23536,43137
23536,43139
23536,43145
23536,43149
23536,43150
23536,43151
23536,43168
23536,43175
23536,43185
23536,43186
23536,43188
23536,43189
23536,53177
23536,58675
23536,58710
23536,68836
23536,68844
23536,69174
23536,81391
23536,105577
23536,109492
23536,112378
23536,114545
23536,114555
23536,195835
23536,229576
23536,308480
23536,308489
23536,308510
23536,365423
23536,365437
23536,365438
16212,469
16212,998
16212,4648
16212,4660
16212,4830
16212,6612
16212,6846
16212,6935
16212,11632
16212,17560
16212,37998
16212,58683
16212,58685
16212,58707
16212,58710
16212,58711
16212,58714
16212,58717
16212,105577
16212,230102
17096,1000
17096,1001
17096,1490
17096,3220
17096,5054
17096,8367
17096,11632
17096,15866
17096,22067
17096,23747
17096,27784
17096,37930
17096,58675
17096,76267
17096,77771
17096,77773
17096,77778
17096,77782
17096,77784
58707,1002
58707,6608
58707,8367
58707,11632
58707,17094
58707,25323
58707,58675
58707,58683
58707,58710
58707,114545
58707,114555
58710,724
58710,8365
58710,8367
58710,9974
58710,11626
58710,11629
58710,11631
58710,11632
58710,11633
183390,334
183390,1120
183390,5933
183390,10051
183390,24043
183390,42915
183390,240940
183390,240942
141143,998
141143,17086
141143,29749
141143,38477
141143,46396
141143,70164
141143,70165
141143,74156
141143,76261
141143,141138
141143,195058
141143,195829
141143,195832
141143,195835
141143,195839
195057,229
195057,292
195057,469
195057,1490
195057,1955
195057,3218
195057,4624
195057,5042
195057,5045
195057,5050
195057,5738
195057,6318
195057,9076
195057,10372
195057,14762
195057,14801
195057,16212
195057,16213
195057,16214
195057,16217
195057,16218
195057,16219
195057,16220
195057,16221
195057,16224
195057,16225
195057,17094
195057,17096
195057,23747
195057,23756
195057,27784
195057,44017
195057,58710
195057,68748
195057,76267
195057,77784
195057,86040
195057,109492
195057,115865
195057,195047
195057,195051
195057,195056
195057,195058
195057,195064
195057,195068
195057,195069
195057,195082
195057,195084
814218,469
814218,1490
814218,2348
814218,5045
814218,11629
814218,11632
814218,16212
814218,16219
814218,16224
814218,16225
814218,18615
814218,18620
814218,19229
814218,35070
814218,41264
814218,58683
814218,58710
814218,66045
814218,114545
814218,352624
814218,352626
824974,17086
824974,58710
824974,76261
824974,195839
824974,210814
824974,211215
824974,815960
824974,815963
824974,825641
1152229,1955
1152229,2001
1152229,16212
1152229,16214
1152229,16217
1152229,16219
1152229,16220
1152229,16221
1152229,16224
1152229,16225
1152229,60709
1152229,60712
1108272,15582
1108272,17086
1108272,42553
1108272,125477
1108272,127127
1108272,127128
1108272,127129
1108272,127132
1108272,127133
1108272,127134
850038,286
850038,469
850038,1248
850038,1249
850038,1259
850038,4595
850038,4624
850038,4640
850038,5045
850038,5046
850038,6641
850038,6846
850038,8544
850038,9086
850038,9095
850038,9102
850038,12941
850038,12956
850038,12961
850038,12962
850038,12963
850038,12974
850038,14403
850038,16212
850038,16217
850038,16218
850038,16219
850038,16224
850038,16225
850038,18612
850038,18622
850038,27058
850038,27784
850038,29393
850038,30933
850038,31464
850038,37584
850038,39126
850038,41264
850038,46542
850038,49400
850038,58586
850038,58685
850038,58707
850038,76956
850038,97302
850038,109489
850038,111980
850038,114555
850038,124995
850038,157236
850038,190298
850038,195057
850038,256280
850038,256281
850038,280172
850038,336483
850038,348901
850038,348903
850038,348904
850038,348906
850038,403093
850038,963313
850038,978231
850038,978243
850038,978258
1113851,1384
1113851,4830
1113851,5052
1113851,9071
1113851,9086
1113851,9095
1113851,9098
1113851,9102
1113851,9103
1113851,16212
1113851,16213
1113851,18615
1113851,94050
1113851,94054
1113851,94058
1113851,94066
1113851,94069
1123706,998
1123706,4320
1123706,6608
1123706,19496
1123706,23659
1123706,23744
1123706,26143
1123706,26158
1123706,34918
1123706,37501
1123706,56496
1123706,58701
1123706,62469
1123706,67509
1123706,93700
1123706,101106
1123706,101155
1123706,124977
1123706,132789
1123706,165234
1123706,211233
1123706,306113
1123706,462907
1123706,462913
1123706,462932
1129836,13797
1129836,19496
1129836,23292
1129836,29002
1129836,36230
1129836,46381
1129836,54569
1129836,54586
1129836,54591
1129836,69894
1129836,173393
1129836,609592
1129836,609593
1129836,609594
1129836,609595
1129836,609597
1129836,609600
1129836,609601
1129836,609602
1129836,609604
1129836,609607
1129836,611920
195056,4830
195056,21960
195056,79163
195056,157966
195056,360238
195056,573052
195056,604397
195056,604408
195056,604409
963313,469
963313,4660
963313,8820
963313,9095
963313,12941
963313,18615
963313,20837
963313,37584
963313,46452
963313,58707
963313,114555
963313,262331
963313,277725
277725,6337
277725,8367
277725,11057
277725,14762
277725,16221
277725,23737
277725,23751
277725,23755
277725,58683
277725,58707
277725,58710
277725,61997
277725,62001
277725,109492
277725,114545
277725,114555
277725,262331
1133976,4540
1133976,130993
1133976,703940
1133976,703948
1133976,704052
1133976,707914
1139098,5128
1139098,16212
1139098,16218
1139098,16219
1139098,65246
1139098,66045
1139098,69063
1139098,107176
1139098,437995
1139098,437998
1139098,438000
1139098,814207
1139098,814218
1139098,826371
1139098,1082469
1139044,76261
1139044,79163
1139044,100337
1139044,211215
1139044,685177
1139044,815615
1139044,824964
1139044,824966
1139044,824968
1139044,824970
1139044,824973
1139044,824974
1152678,6641
1152678,8544
1152678,12941
1152678,31464
1152678,37584
1152678,58586
1152678,111980
16219,1230
16219,1250
16219,2367
16219,3289
16219,4794
16219,5128
16219,5129
16219,5135
16219,6704
16219,6846
16219,6849
16219,8215
16219,9974
16219,11327
16219,11632
16219,12254
16219,12343
16219,15856
16219,16217
16219,16224
16219,16225
16219,18612
16219,18780
16219,19063
16219,19818
16219,19820
16219,20867
16219,22239
16219,24191
16219,24814
16219,27604
16219,28913
16219,28915
16219,28929
16219,31215
16219,39120
16219,54842
16219,58710
16219,59593
16219,59653
16219,60709
16219,64954
16219,66045
16219,66054
16219,67328
16219,69063
16219,70800
16219,70804
16219,70805
16219,70807
16219,70808
16219,77970
16219,77985
16219,77991
16219,107195
16219,111866
16219,117397
16219,124995
16219,195057
16219,195058
16219,228493
16219,256280
16219,336478
16219,336483
16219,361552
16219,413977
16219,437998
16219,452386
16219,454279
16219,497761
16219,541809
16219,541812
16219,583447
16219,616908
16219,898775
16219,898776
16219,898793
16219,898804
16219,898819
16219,898822
16219,898837
16219,898852
16219,898856
16219,898857
791022,5128
791022,6846
791022,16219
791022,65246
791022,66045
791022,69063
791022,437995
791022,437998
791022,438000
66045,724
66045,3286
66045,5129
66045,6846
66045,9782
66045,16219
66045,50358
66045,55395
66045,63852
66045,64944
66045,64946
66045,64952
66045,65251
66045,69063
66045,77983
66045,83036
66045,155100
66045,174724
66045,343755
66045,343761
5040,338
5040,5043
5040,5045
5040,11050
5040,17295
5040,43435
5040,64392
5040,64403
5040,103547
4640,231
4640,1384
4640,3228
4640,18773
4640,28958
4640,29393
4640,39126
4640,39165
4640,54348
4640,73146
4640,88356
4640,114189
4640,309245
12961,913
12961,3222
12961,3240
12961,4640
12961,5042
12961,5045
12961,6850
12961,10373
12961,12941
12961,12945
12961,12950
12961,12959
12961,12960
12961,12963
12961,12974
12961,27058
12961,30933
12961,59478
12961,73145
12961,88348
12961,88355
12961,88356
27058,292
27058,913
27058,2962
27058,2967
27058,3222
27058,4329
27058,4640
27058,4660
27058,5042
27058,5045
27058,5046
27058,5050
27058,5052
27058,6850
27058,9086
27058,9095
27058,9102
27058,10373
27058,12781
27058,12936
27058,12938
27058,12941
27058,12943
27058,12945
27058,12946
27058,12947
27058,12949
27058,12950
27058,12955
27058,12956
27058,12959
27058,12960
27058,12961
27058,12962
27058,12963
27058,12965
27058,12971
27058,12973
27058,12974
27058,54620
5043,251
5043,5045
5043,11050
5043,19243
5043,103547
5043,115434
5043,193939
5043,217148
5043,217149
5043,217153
5043,217154
5043,217155
5043,217157
5043,217158
88355,1384
88355,3228
88355,4183
88355,4640
88355,8540
88355,9544
88355,12949
88355,12956
88355,12963
88355,12974
88355,18771
88355,20918
88355,32277
88355,39126
88355,73145
88355,88356
88355,94054
88355,150168
12950,292
12950,338
12950,10369
12950,10370
12950,10372
12950,10373
12950,10374
12950,10375
12950,10377
12950,10378
1102553,251
1102553,285
1102553,469
1102553,2348
1102553,4183
1102553,4623
1102553,4624
1102553,4626
1102553,4627
1102553,4628
1102553,4631
1102553,4634
1102553,4635
1102553,4636
1102553,4637
1102553,4638
1102553,4639
1102553,4640
1102553,4641
1102553,4642
1102553,4643
1102553,4644
1102553,4645
1102553,4646
1102553,4647
1102553,4648
1102553,4649
1102553,4650
1102553,4652
1102553,4653
1102553,4655
1102553,4656
1102553,4657
1102553,4658
1102553,4659
1102553,4660
1102553,4661
1102553,4662
1109849,998
1109849,4640
1109849,6916
1109849,9086
1109849,12781
1109849,17091
1109849,18613
1109849,18615
1109849,18880
1109849,62469
1109849,66594
1109849,156097
1109849,162509
1109849,162512
1109849,162515
1109849,162516
1109849,162517
1109849,162518
1109849,162519
1109849,216880
1111868,6585
1111868,6614
1111868,12974
1111868,33982
1111868,207746
5044,251
5044,338
5044,5040
5044,5043
5044,5045
5044,11050
5044,17295
5044,43435
5044,64392
5044,64403
5044,103547
5044,335824
1152689,292
1152689,10369
1152689,10370
1152689,10372
1152689,10373
1152689,10374
1152689,10375
1152689,10377
1152689,10378
1153152,292
1153152,10369
1153152,10370
1153152,10372
1153152,10373
1153152,10374
1153152,10375
1153152,10377
1153152,10378
119740,35
119740,251
119740,292
119740,1248
119740,1384
119740,3228
119740,4640
119740,7872
119740,9098
119740,9101
119740,9110
119740,13644
119740,14755
119740,39126
119740,44964
119740,44965
119740,44968
119740,54362
119740,73806
119740,118874
119740,119712
119740,206986
119740,458313
207746,913
207746,3222
207746,6315
207746,6585
207746,6614
207746,9086
207746,9565
207746,12781
207746,12941
207746,12945
207746,12955
207746,12956
207746,12961
207746,12974
207746,33982
207746,39126
207746,94226
207746,94721
207746,160443
207746,190308
207746,463023
207746,604522
1137799,6612
1137799,6618
1137799,15585
1137799,17086
1137799,22019
1137799,109292
1137799,117684
1137799,141143
1137799,275090
1137799,448019
1137799,797081
1137799,797085
1137799,797086
1137799,797088
1137799,797091
1137799,797093
1137799,797094
1137799,797095
1137799,797099
1137799,797101
140045,1720
140045,3231
140045,4640
140045,5962
140045,9086
140045,9110
140045,30933
140045,52835
140045,81826
140045,81832
6839,3516
6839,4156
6839,4183
6839,4518
6839,6840
6839,9015
6839,9544
6839,10656
6839,11055
6839,11057
6839,15696
6839,73317
6839,108317
6839,124661
1108157,3516
1108157,4156
1108157,5034
1108157,5040
1108157,5046
1108157,6727
1108157,6839
1108157,10375
1108157,73317
1108157,108317
1108157,124652
1108157,124661
311328,604
311328,1254
311328,4522
311328,4523
311328,14755
311328,47827
311328,228949
311328,312148
311328,796536
311328,796546
311328,796582
311328,796595
311328,805041
311328,805273
311328,805274
311328,805278
311328,805279
311328,805280
311328,805281
311328,805293
311328,805294
635667,19727
635667,22989
635667,22996
635667,184127
635667,213214
635667,217652
635667,364700
635667,493234
635667,635496
635667,635664
635667,682529
635667,682928
635667,682998
635667,685025
635667,685030
635667,910314
635667,910324
301632,71050
301632,73490
301632,73492
301632,73494
301632,73495
301632,73496
301632,73497
301632,73499
301632,73500
1110973,6392
1110973,20786
1110973,24031
1110973,24909
1110973,26595
1110973,41806
1110973,63777
1110973,120513
1110973,155102
1110973,163948
1110973,187740
1110973,187745
1110973,187746
1110973,187748
1110973,187749
1110973,187750
1110973,187752
1110973,187753
1110973,187754
1110973,187756
1110973,187757
1120440,14334
1120440,125668
1120440,126542
1120440,393242
1120440,393243
1120440,393244
1120440,393248
1120440,393249
1120440,393250
1120440,393251
1120440,393252
1120440,393253
1120440,393254
1120440,393255
1130050,4532
1130050,4641
1130050,4653
1130050,10657
1130050,21976
1130050,58574
1130050,58585
1130050,63782
1130050,76959
1130050,213524
1130050,613044
1130050,616909
1130050,617021
1130050,617022
1130050,617023
1130050,617027
1130050,617028
1130050,617030
1130050,617032
1130050,617039
1133786,3759
1133786,24812
1133786,33745
1133786,55275
1133786,106403
1133786,635507
1133786,635667
1133786,696603
1133786,703889
613033,9770
613033,15218
613033,15224
613033,24522
613033,237726
613033,424544
613033,612676
613033,613031
613033,613044
613033,613049
613033,613055
613033,613608
796538,604
796538,1254
796538,37755
796538,155087
796538,228949
796538,311328
796538,312148
796538,337284
796538,796536
796538,796546
796538,796549
796538,796595
796538,805278
796538,805425
796538,805430
1139853,4517
1139853,4524
1139853,9040
1139853,616013
612541,333
612541,724
612541,1098
612541,4522
612541,4523
612541,5100
612541,8679
612541,8680
612541,8979
612541,9350
612541,12594
612541,17450
612541,24499
612541,24502
612541,24503
612541,24505
612541,24508
612541,24513
612541,24514
612541,24520
612541,24521
612541,24522
612541,24526
612541,32474
612541,36944
612541,70101
612541,75720
612541,78421
612541,114569
612541,175997
612541,176005
612541,193573
612541,387869
612541,612619
612541,612676
612541,612678
612541,612696
612541,613372
612541,773149
612541,796554
612541,860049
612541,863751
612541,863752
612541,863756
612541,863778
612541,863782
612541,863783
612541,863788
612541,863832
612541,863848
1140845,295
1140845,2945
1140845,8977
1140845,13334
1140845,26075
1140845,34825
1140845,124614
1140845,270389
1140845,294648
1140845,864177
1140845,864182
1140845,864184
24812,6376
24812,22989
24812,22996
24812,42867
24812,55395
24812,63008
24812,100604
24812,280733
24812,280740
36031,250
36031,251
36031,280
36031,1365
36031,2348
36031,5933
36031,8640
36031,8679
36031,9974
36031,12826
36031,16114
36031,20867
36031,21976
36031,36030
36031,79252
36031,95345
36031,95347
36031,106925
36031,109458
36031,184681
36031,213377
36031,285807
36031,312252
36031,457609
36031,572811
36031,753746
36031,753747
36031,756916
36031,756917
36031,757534
36031,757555
36031,757560
36031,757561
36947,26614
36947,36946
36947,36948
36947,36951
36947,524659
36947,524661
36947,524662
36947,524663
36947,524664
36947,524665
36947,524666
36947,524669
36947,524670
595415,604
595415,23053
595415,42964
595415,58837
595415,101428
595415,150030
595415,243913
595415,252142
595415,404779
595415,595457
595415,625104
595415,625277
595415,790779
595415,790785
595415,790799
595415,790803
595415,790804
595415,790812
595415,790813
595415,790814
29467,338
29467,4183
29467,4527
29467,11055
29467,16917
29467,19896
29467,26688
29467,33991
29467,33993
29467,47400
29467,47406
240831,182869
244971,34897
244971,117902
244971,244975
244971,244976
